created_at,id,text,user/id,user/name,user/location,user/url,lang,timestamp_ms,TARGET
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"The Bloomington City Council heard presentations from several social service agencies addressing #COVID19, as well… https://t.co/WqCnBYcuDK",19787029,WGLT,"Normal, IL",http://wglt.org,en,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,RT @gmleunghku: The best exposition of the nuances of COVID-19 immunology so far,936139741,nicole king,,,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,UK says some children have died from syndrome linked to #COVID19 https://t.co/knwi29vnXu,44728980,ABS-CBN News Channel,Philippines,http://news.abs-cbn.com/anc,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,#Amazon employees plan 'online walkout' to protest firings and treatment of warehouse workers. (CNBC) #CoronaVirus… https://t.co/4F3j20vkJx,15221598,"James Gingerich, @Expeflow #WorkEasier #RPA","Waterloo, Ontario Canada",http://www.linkedin.com/in/jamesg2006,en,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,Shielding your children from the #COVID19 crisis could backfire. @DrJeffGardere tells you the best way to talk to t… https://t.co/0qFWyJqHGX,703192591,Chasing News with Bill Spadea,,http://www.facebook.com/ChasingNews,en,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"திருவள்ளூர் மாவட்டத்தில் 26 பேர் வீடு திரும்பினர்! #coronavirus

https://t.co/rNYMhpZb0f",3182525203,Tamil Flash News,"Chennai, Tamil Nadu",http://www.tamilflashnews.com/,ta,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,L'Associació Espanyola de Pediatria crida a la calma sobre la nova malaltia: «És molt infreqüent» #SantCugat… https://t.co/CXWNgBBf4g,1.20E+18,NacióSantCugat,Sant Cugat del Vallès,https://www.naciodigital.cat/santcugat/,ca,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"""#Coronavirus, tanti farmaci, ma ancora nessuno risolutivo"" ne parla @GiaccaMauro #AlMicroscopio  https://t.co/G0PdR0Ee5n",96987099,Il Piccolo,Trieste,http://ilpiccolo.gelocal.it/,it,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,#EnPortada 📰 | México es el país de la @ocdeenespanol que realiza el menor número de pruebas para detectar el… https://t.co/HrgYOJz4Si,8.47E+17,El Heraldo de México,,http://heraldodemexico.com.mx,es,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"RT @CHUBordeaux: [ARTICLE] ""#Coronavirus : le @CHUBordeaux bientôt capable d'effectuer 2000 tests de #dépistage par jour"" via @Bleu_Gironde…",1.01E+18,Jérôme Boyé,"Saint-Germain-du-Puch, France",,fr,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,30 trabalhadores de outra petrolífera a operar #Moçambique @exxonmobil na Guiné-Equatorial foram diagnosticados com… https://t.co/2ifLkhpWNI,44638016,Jornal a Verdade,Mozambique,http://www.verdade.co.mz,pt,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,THE STANDARD พูดคุยกับ ผศ.ชวลิต สูงใหญ่ ผู้อำนวยการของโรงเรียนสาธิต มศว ประสานมิตร (ฝ่ายมัธยม) กับภารกิจที่กำลังเต… https://t.co/oNVoXmYcLt,8.34E+17,THE STANDARD,Thailand,http://thestandard.co,th,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"Pediatras explican el Shock Pediátrico, su relación con el #Covid19 y patologías que requieren una intervención inm… https://t.co/A0HbPhgYUP",33862755,Correo de Andalucía,Sevilla,http://elcorreoweb.es/,es,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"The daily trends of #COVID19 cases in Bengaluru show that for four consecutive days from April 18 to April 21, ther… https://t.co/0yq2RCpUAb",180748385,ORF,India,http://www.orfonline.org,en,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"#COVID19 รอบโลก ประเด็นเด่นวันนี้ (28 เม.ย. 63)
... หลายประเทศในทวีปยุโรป เช่น สเปน สวิตเซอร์แลนด์ ออสเตรีย ฯลฯ เ… https://t.co/P2p9G3jLWg",37950212,ThaiPBS,"Bangkok, Thailand",http://www.thaipbs.or.th,th,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"RT @gakuhihangaku: 【拡散希望】
本日の20:00から賛同の思いを #学生に予算を #大学にも予算を をつけて、ツイートして下さい！

トレンド入りを狙います🔥

皆さんの声を聞かせてください。
よろしくお願いします！

#COVID19学費問題 #一律学費半…",1.17E+18,tant,,,ja,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"#28Abr #México #Coronavirus 

Personal sanitario en la Ciudad de México demanda equipo de seguridad ante COVID-19… https://t.co/6S8KYOKOgn",221378668,Reporte Ya,Venezuela,,es,1.59E+12,1
Tue Apr 28 12:14:56 +0000 2020,1.26E+18,"RT @MaajidNawaz: Dear pundits, I think this brief thread captures the (verifiable and surveyed) public mood over #Covid19 rather well: http…",1.23E+18,Wonko the Sane,Surrey,,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"Antes de que sólo habláramos del #COVID19, uno de los temas estrella era 'los límites del #humor'. ¿Nos podemos reí… https://t.co/YsT5mzIIjS",2905232597,EL ESPAÑOL,Madrid,https://www.elespanol.com/,es,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"Blackstone warns coronavirus could scupper €1.36bn NIBC buyout through regulatory issues, plus the rest of the day'… https://t.co/0UomP5y7Pl",525288897,Mike Didymus-True,London,http://www.altassets.net,en,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,#SALTA #PANDEMIA #CORONAVIRUS Malestar de personas aisladas en un hotel céntrico por la cuarentena… https://t.co/SmUeMmWAVf,8877352,El Tribuno,"Salta, Argentina",http://eltribuno.com.ar,es,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"@drharshvardhan Delhi government relaxes lockdown restrictions, here's the complete list.

#CoronavirusLockdown… https://t.co/UAQfYmDMWA",231692806,Jagran English,"New Delhi, India",http://english.jagran.com,en,1.59E+12,1
Tue Apr 28 12:14:58 +0000 2020,1.26E+18,This is so dumb,95955741,(((Daniel Ross))),"Oklahoma, USA",http://www.christlutheranmustang.org,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"#CORONAVIRUS 🔴 30 CASOS DE COVID-19 EN MENGÍBAR

https://t.co/K5z5vXAump

#EsteVirusLoParamosUnidos
🏠… https://t.co/RiXZUZavqC",174966330,Ayuntamiento de Mengíbar,Mengíbar,http://www.aytomengibar.com,ca,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"#COVID19 has disrupted access to #contraceptives, resulting in an increase in unintended pregnancies. Population gr… https://t.co/yN1wX6vlMg",2255184786,Performance Monitoring for Action,"Baltimore, MD",http://www.pmadata.org,en,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"La suspensión de las actividades escolares y laborales, contribuyen a cortar la propagación del #COVID19.
Seamos co… https://t.co/ub5LHskv0s",1.24E+18,CORPOELEC Monagas,Venezuela,http://corpoelec.gob.ve,es,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,🔊Segueix @elnacionalcat a Telegram i sigues el primer a rebre l'última hora informativa sobre el #coronavirus… https://t.co/GOyyBJBX1D,3374563353,ElNacional.cat,,http://www.elnacional.cat,ca,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"RT @BernardKerik: President @realDonaldTrump: The cure should not be worse than the virus. Losing your home, business, life savings, child’…",9.74E+17,TasteTheBrainbow,"South Carolina, USA",,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"Yazar Margaret Atwood’un karantina günlüğü
https://t.co/2frwwZ7kkA
#COVID19 https://t.co/RMzFJfMsDo",1.24E+18,İskandinav Haber,iskandinavya,http://iskandinavhaber.com,tr,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"#CoronavirusIreland: 🚗 More rebates for motorists on their car cover, as another insurer responds to a drop in clai… https://t.co/fn0PlxBDDb",72820731,Virgin Media News,"Dublin, Ireland",https://www.facebook.com/VirginMediaNews/,en,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"RT @IndiaDST: Study shows that #COVID19 may affect the Central Nervous System causing loss of smell &amp; taste.
@drharshvardhan @Ashutos61 @In…",1.03E+18,Krish Kannan🇮🇳,"Chennai, India",,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,Remember when #opioid abuse and #vaping were are largest #publichealth issues? @KHNews reports the National Institu… https://t.co/lUSNbJZwb1,8.84E+17,We Insure Risk,"New York, USA",http://weinsurerisk.com,en,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"PLEASE RETWEET
#IndiaFightsCorona:

#COVID19 #StayAtHomeSaveLives #StayHomeStaySafe #StayHome #CoronaVirus… https://t.co/VFOGeCwI45",571878474,Doordarshan National,New Delhi,http://doordarshan.gov.in,en,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"Por el momento las playas del estado de #Guerrero se encuentran cerradas al público en general, una vez superada la… https://t.co/SfL4s066TX",466814821,ProtecciónCivil-Gro.,"Guerrero, México",,es,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"RT @JAMA_current: Treatment guidelines for #ARDS still guide the care of critically ill #COVID19 patients, including conservative fluid str…",768275844,vivere,,,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"Vamos a seguir cuidándonos 🏡❤️

#COVID19 #QuedateEnCasa https://t.co/xRkSe6GFlR",191101108,Museo Evita,ARGENTINA,http://www.museoevita.org.ar,es,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"RT @pascal_mulegwa: 🔴 #Coronavirus à #Kinshasa : A ""Binza Météo"" dans la commune de #Ngaliema , quelque 10 cas confirmés refusent d'être év…",9.80E+17,Roy Mima💥,Rdc,,fr,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,#COVID19 28th April Media Bulletin on Corona #StayHomeSaveLifes https://t.co/bn7Qm6FnME,9.26E+17,Azeeta Seher Qureshi,Jammu And Kashmir,,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,RT @SVDJnieuws: In totaal hebben 591 lokale mediaorganisaties uit heel Nederland steun ontvangen uit het Steunfonds voor Lokale Informatiev…,13214612,hhBest,"Best, The Netherlands",http://www.hhbest.nl,nl,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"BOP Appeals Order to ID, Possibly Release ‘Vulnerable’ Elkton Inmates #Coronavirus #CoronaVirusUpdates #COVID19… https://t.co/k4a0MZ2L00",314550535,The Business Journal,"Youngstown, Ohio",http://businessjournaldaily.com,en,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,RT @NigelUNI: I was one of those who spoke to Panorama and put them in touch with health workers. They told me that they would not let them…,2851718342,Aine B,,,en,1.59E+12,0
,,,,,,,,,
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"RT @drbobgill: Wondering why UK will have 2nd highest death rate in world from #COVID19?
Listen to this unapologetic drivel from @MattHanco…",2724399753,YouCan'tBeSerious,,,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"RT @garrigues_es: #Covid19 #España Aspectos esenciales a considerar en el retorno al centro de trabajo https://t.co/6Sv5kJLhTv
#desescalada…",337289907,Rosa Zarza,,https://www.linkedin.com/in/rosa-zarza/,es,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"COVID-19: a guide to Australia’s main legal changes for sporting organisations | @mlebbon, @MartinRossHW &amp;… https://t.co/JSWD5q3tNJ",145208608,LawInSport,United Kingdom,https://www.lawinsport.com,en,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"RT @RachelNotley: This is so upsetting. @jkenney and the UCP sat on their hands and insisted the Cargill plant was safe. Now, it's the site…",1.24E+18,Brenda Keating,,,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"RT @UNHCR_de: „Ich engagiere mich ehrenamtlich, um der Gesellschaft etwas zurückzugeben.""

Flüchtlinge helfen im Kampf gegen #COVID19. Zum…",161237982,UN in Deutschland,"Bonn, North Rhine-Westphalia",http://www.unric.org/de/,de,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,RT @spempemm: “Medyo offensive” - that’s how Lorenzana described it. That’s your Department of National Defense (Kagawaran ng TANGGULANG PA…,58575020,Oigres.A10,,,tl,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,Stupid people elected this stupid person and now everyone will be paying the price.,9.24E+17,Rauhan 🇲🇻 #FlattenTheCurve #WashYourHands,MLE 🇲🇻,https://www.facebook.com/Rauhan.Maldives,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,RT @JuciltoledoO: Pese a los primeros impedimentos de @sanidadgob y @SanidadCLM el Ayuntamiento de Los Navalucillos logran realizar test PC…,2581018246,Rafa Maldonado ®,"Almería, España",,es,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,RT @Haggis_UK: Piers Morgan - Why was #coronavirus downgraded on the 19th of March... I don't know why you keep laughing. .. it's not funny…,7.47E+17,Teggers Mode #FBPE🕯,"London, England",,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,RT @Mohanlal: #CoronavirusOutbreak #COVID19 #CoronavirusIndia https://t.co/3Baao2DUmM,1.25E+18,Akhila,,,und,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"Qatar reports 677 new cases bringing total confirmed cases there to 11,921 and 10 total deaths.

#CoronaVirus #Covid19 #CoronaVirusOutbreak",139283160,Coronavirus Updates - Alexander Higgins,,,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,RT @TomScharfNcl: Strong commitment of international #gerontology community to share messages on #COVID19. @ClarissaGiebel @CarolineEdAG @L…,122351845,Lorraine Morgan,Wales,http://www.ActionforElders.org.uk,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"Expressing concern over the disruptions caused in immunisations due to the #coronavirus pandemic, the #UNICEF warne… https://t.co/OIld43jOKj",1.10E+18,The Federal,India,http://www.thefederal.com,en,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,🆕 #Coronavirus (Covid-19) : du nouveau sur l'aide versée aux entreprises par le fonds de solidarité… https://t.co/2gDFJPFLYr,37682166,Alès Myriapolis,30100 Alès,http://alesmyriapolis.fr,fr,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,#COVID19 #Covid19GoodNews #SouthKorea #covid19Gr https://t.co/HwhvS7oRuW,633272473,Vivax Solutions,"London, UK",http://www.vivaxsolutions.com,und,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,✊🇿🇦❤️,7.69E+17,Goddess👑,"Johannesburg, South Africa",,und,1.59E+12,0
Tue Apr 28 12:14:58 +0000 2020,1.26E+18,"RT @SantaSurfing: Kansas isn’t messing around! He will get to the bottom of this scam! 👍
BTW...where’s Fauci? 😳 https://t.co/qz6AKXHets",2235932318,Michelle Carter,"Devon, England, UK",http://www.michellecarter.co.uk,en,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"RT @DancingTheMind: The son of Dr Peter Tun, NHS doctor who died, released emails his father sent asking for PPE.

All healthcare worker de…",825602515,@BEAUTIFULMUMSIE,SCOTLAND,http://paperdollybird.co.uk,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"If you or a family member is sick with #COVID19, separate from other people at home. Have a specific “sick room” an… https://t.co/htoAnmkX9l",337709433,Miami-Dade County EM,Miami-Dade County,http://www.miamidade.gov/oem,en,1.59E+12,1
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,RT @aliensky0: #Pediatricians warned about '#COVID toes' in children infected with #COVID-19 https://t.co/6VM9tIAbjZ #coronavirus #covid19C…,9.70E+17,Alien,Worldwide,,en,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,ÚLTIMA HORA La Generalitat planteja un pla de desconfinament per franges horàries per a tota la ciutadania; informa… https://t.co/VEMw0M5d7v,14088938,NacióDigital,Catalunya,http://www.naciodigital.cat,ca,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"#ElSalvador | La gente sigue en la calle y el #COVID19 también
&gt; https://t.co/LYtLeg4Q4v https://t.co/QOhhFlQvOZ",202824247,Diario El Mundo,"San Salvador, El Salvador",http://elmundo.sv,es,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,https://t.co/gM7SCihwEy,1.25E+18,Anny,,,und,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,RT @paoloroversi: Chi l'avrebbe mai immaginato che sarebbe arrivato un momento in cui gli uomini sarebbero stati in gabbia e gli uccelli si…,429052204,Salvatore Esposito,"mondo,universo!",,it,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,RT @KemiOlunloyo: Let me Educate you. There is no dash between #COVID19. The internet sleuths created that. I'm a clinical pharmacist that…,402632764,Aremu 💭,Nigeria,http://instagram.com/lsfdynamite,en,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"@matteorenzi capisco la critica allo strumento del DPCM ma concentratevi, IV è in maggioranza, su come ripartire co… https://t.co/GZKJqfs5fH",507752879,Alfonso Porpora,Minori(Sa),,it,1.59E+12,1
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"RT @KKMPutrajaya: Terkini #COVID19 🇲🇾 28 April. 

Kes sembuh dan discaj terus meningkat kepada 68.91% daripada keseluruhan kes. 

Terbaharu…",1540661450,أمير يوغي,,,in,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"RT @ordre_medecins: #COVID19 ""L’absence de moyens de protection pour les professionnels est un raté inacceptable. Cela a de lourdes conséqu…",1144692313,Marie Garde,,,fr,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,RT @PolicyMattersOH: Tune in today at 11!,8.21E+17,Jasmine Ayres,"Columbus, OH",,en,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"RT @_RundS: IT-Sicherheit auf dem Prüfstand! Wie sicher sind wir in Zeiten von COVID-19?
Erfahren Sie hier mehr:
https://t.co/7VKBkVtP9q

#…",2250987293,Ingo Treue,"München, Bayern",http://www.runds.de,de,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"Che necessità c'è di  aprire le #Chiese?
#COVID19 narrata come la #peste (basta leggere).
Bentornato #medioevo
⬇️ https://t.co/bbB0jhOOkI",304598010,mariellasiviglia,"Prato, Toscana",,it,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,RT @Conflits_FR: 🇫🇷 Lutte contre le #coronavirus : #Michelin et le commissariat aux énergies atomiques travaillent sur un masque 100 % Fran…,914494392,Phiondia 🌻,,https://paypal.me/phiondia,fr,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"RT @BeachMilk: This is REALLY BIG NEWS if you understand the UN’s #Agenda21 objectives.

The authorities in Texas are using #Coronavirus as…",1307731105,Scotter Liberty Otter,"Austin, TX",https://www.clearsay.net,en,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"RT @peoplemediafcy: Our Chief Mr. TG Vishwa Prasad garu along with Co Producer @vivekkuchibotla garu, met @KTRTRS garu in his office and ma…",2839620925,Thala addict Moorthy,,,en,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"RT @cybervictimes: 🔴[#ALERTE #Cybersécurité] Recrudescence de faux messages des #impots liés à la crise du #Coronavirus #COVID19

⚠️ Non !…",18800801,FFA - assurance,Paris,http://www.ffa-assurance.fr,fr,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"RT @JHillje: Nur Politiker einer Partei schaffen es Donald Trump beim Thema #COVID19 noch zu übertreffen. ""Anything goes"" im Endstadium: ht…",560467206,Petra Pau,"Berlin, Marzahn- Hellersdorf",http://www.petrapau.de,de,1.59E+12,0
Tue Apr 28 12:14:59 +0000 2020,1.26E+18,RT @OAnache: La Empresa Avícola de Artemisa sobrepasó la producción de huevos prevista para el primer trimestre del año y recupera la ceba…,1.15E+18,Frida Emily Pérez Glez,Cuba,,es,1.59E+12,0
Tue Apr 28 12:14:59 +0000 2020,1.26E+18,"RT @Martin_Abrams: This is the bombshell from #Panorama

In March the Govt DOWNGRADED #COVID19 from the High Consequence Infectious Disease…",268012379,maggie robson,"London, England",http://www.maggierobson.com,en,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"RT @keepnhspublic: One minute silence today at 11 am to remember all the frontline workers who have died so far in the #COVID19 crisis. 

A…",8.68E+17,Carina Jenkins,,,en,1.59E+12,0
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,"#VocesHP | El coronavirus, la excusa de Maduro para intensificar el control social.

Eugenio Martínez (@puzkas) ana… https://t.co/J65972V1hE",3091853545,HispanoPost,"Caracas, Venezuela",http://www.hispanopost.com,es,1.59E+12,1
Tue Apr 28 12:15:00 +0000 2020,1.26E+18,30 trabalhadores de outra petrolífera a operar #Moçambique @exxonmobil na Guiné-Equatorial foram diagnosticados com… https://t.co/Uz1uIk3ZRN,839646601,Verdade Democracia,Mozambique,http://www.verdade.co.mz/destaques/democracia,pt,1.59E+12,1
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"RT @PanAmPost_es: Los hombres están más expuestos al contagio de #coronavirus por motivos sociales y culturales, pero los motivos por los q…",1315238377,#EspañaNoTeQuiere #VirusChino,,,es,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,We don't have a new episode this week but there's no need to worry! We are working on Peter the Great and we will r… https://t.co/EdgcJWK5uC,1.07E+18,Body Count: A History Podcast,United States,https://www.bodycounthistorypod.com,en,1.59E+12,1
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,Another Covid martyr. @IPS_Association,106150728,GP Singh,"Guwahati, India",http://www.assampolice.gov.in,en,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,We don't have a new episode this week but there's no need to worry! We are working on Peter the Great and we will r… https://t.co/EdgcJWK5uC,1.07E+18,Body Count: A History Podcast,United States,https://www.bodycounthistorypod.com,en,1.59E+12,1
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"Info Grafis Perkembangan #COVID19 Sulawesi Selatan hingga tanggal 28 April 2020 pukul 20:15 WITA.
Sumber Data :… https://t.co/lFCCAOxLzf",3028997538,Pusat Krisis Kesehatan Regional Sulsel,"Makassar, South Sulawesi",http://ppkregmakassar.wix.com/ppkkregionalsulsel,in,1.59E+12,1
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"RT @coopnews: 'Colleagues are thinking about how they can help and that makes me really proud': Phil Ponsonby, group CEO of @midcountiescoo…",39826449,Barbara Rainford,"Whitchurch, Shropshire",http://strawfields-strawberryfields.blogspot.com/,en,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,RT @despiertamerica: ➡️  Alcalde de Tijuana ordena lanzar solución con cloro desde helicóptero como medida que combatiría el #coronavirus.…,82014890,Sofia Gonzalez,USA,,es,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"🇩🇲 Dominica has had 16 cases with 0 (0%) deaths.
#COVID19 #Coronavirus #Dominica",1.22E+18,Corobot 🤖🦠,Worldwide 🌎,https://www.nhs.uk/conditions/coronavirus-covid-19/,en,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"RT @aletihadae: ترامب: لم أفكّر بتأجيل الانتخابات الرئاسية بسبب فيروس #كورونا 

للتفاصيل: https://t.co/zJBTR74zie

#نتصدر_المشهد
#COVID19 h…",1689405535,أم سعيد,,,ar,1.59E+12,0
Tue Apr 28 12:15:01 +0000 2020,1.26E+18,"RT @Prefet76: #COVID19  #SeineMaritime  #TousMobilises 
#Merci",89541537,Françoise 🇪🇺 #TerritoiresDeProgres LREM⭐⭐,"Haute-Normandie, France",http://partiralaventure.over-blog.com,und,1.59E+12,0
